trial_uid,trial_index,trial_name,model_type,status,error_message,checkpoint_path,elapsed_seconds,objective_metric,objective_mode,RMSE,MSE,MAE,Pearson,Spearman,R2,epochs,patience,valid_split,seed,lr,batch_size,hidden_dim,num_layers,atom_emb_dim,hibrid_emb_dim,bond_emb_dim
3346c937c6a5,21,trial_0021_GIN,GIN,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0021_GIN/Modelos/trial_0021_GIN.pt,6.782,RMSE,min,0.8815183820302007,0.7770746578571429,0.7270732804232805,0.7009765128535189,0.6990848697197868,0.18526391739384307,50,10,0.2,42,0.0001,32,64,2,0.4,0.5,1
f4096cbe3087,22,trial_0022_GIN,GIN,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0022_GIN/Modelos/trial_0022_GIN.pt,7.698,RMSE,min,0.8780042783970918,0.7708915128835979,0.7228267195767197,0.7023959142726824,0.6960867022195847,0.19174673247859142,50,10,0.2,42,0.0001,32,64,3,0.4,0.5,1
5b8e76ce919f,23,trial_0023_GIN,GIN,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0023_GIN/Modelos/trial_0023_GIN.pt,8.47,RMSE,min,0.8652050070701506,0.7485797042592592,0.6953230158730158,0.7135609484948441,0.7135474734969691,0.21513989730599714,50,10,0.2,42,0.0001,32,128,2,0.4,0.5,1
5a2a16fe2eff,24,trial_0024_GIN,GIN,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0024_GIN/Modelos/trial_0024_GIN.pt,10.95,RMSE,min,0.891065373479867,0.7939974998148148,0.7243103174603175,0.7151228319492905,0.7135845226893422,0.16752089898017164,50,10,0.2,42,0.0001,32,128,3,0.4,0.5,1
f6d9aaccdde8,25,trial_0025_GINE,GINE,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0025_GINE/Modelos/trial_0025_GINE.pt,10.198,RMSE,min,0.758254705744098,0.5749501987830687,0.6087920634920635,0.7104084932279646,0.709976989138305,0.3971844688103763,50,10,0.2,42,0.001,16,64,2,0.4,0.5,1
5b23bb27321a,26,trial_0026_GINE,GINE,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0026_GINE/Modelos/trial_0026_GINE.pt,12.012,RMSE,min,0.7423687492709939,0.5511113598941798,0.588268783068783,0.7200513081128662,0.7157230271578865,0.42217867240951523,50,10,0.2,42,0.001,16,64,3,0.4,0.5,1
9ea256487ba9,27,trial_0027_GINE,GINE,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0027_GINE/Modelos/trial_0027_GINE.pt,12.564,RMSE,min,0.7380151927896604,0.5446664247883597,0.5827415343915344,0.7314780558448726,0.727323829191391,0.42893596545423607,50,10,0.2,42,0.001,16,128,2,0.4,0.5,1
1942c6e850ff,28,trial_0028_GINE,GINE,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0028_GINE/Modelos/trial_0028_GINE.pt,14.315,RMSE,min,0.7674388429695311,0.5889623776984126,0.6126383597883598,0.7209693620543923,0.7156684814145041,0.3824931806016665,50,10,0.2,42,0.001,16,128,3,0.4,0.5,1
2e1a07ccd313,29,trial_0029_GINE,GINE,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0029_GINE/Modelos/trial_0029_GINE.pt,7.738,RMSE,min,0.7686786604400262,0.5908668830158731,0.6190169312169312,0.7192451410974836,0.7199231916035735,0.3804963722049943,50,10,0.2,42,0.001,32,64,2,0.4,0.5,1
52ead54ee6e5,30,trial_0030_GINE,GINE,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0030_GINE/Modelos/trial_0030_GINE.pt,9.204,RMSE,min,0.8088336481769787,0.6542118704232804,0.6503291005291005,0.7153518173646215,0.7102406405871986,0.3140813291055766,50,10,0.2,42,0.001,32,64,3,0.4,0.5,1
91d32dfb315a,31,trial_0031_GINE,GINE,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0031_GINE/Modelos/trial_0031_GINE.pt,10.773,RMSE,min,0.7692528258851411,0.5917499101322752,0.6100743386243386,0.7212976946253485,0.7175265759153961,0.3795705486095674,50,10,0.2,42,0.001,32,128,2,0.4,0.5,1
41da7df48779,32,trial_0032_GINE,GINE,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0032_GINE/Modelos/trial_0032_GINE.pt,12.697,RMSE,min,0.8562862996283527,0.733226226931217,0.6995761904761905,0.7063955540831973,0.6940735157795933,0.23123749082053335,50,10,0.2,42,0.001,32,128,3,0.4,0.5,1
846b288cb848,33,trial_0033_GINE,GINE,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0033_GINE/Modelos/trial_0033_GINE.pt,10.392,RMSE,min,0.8108519072898304,0.6574808155555556,0.6578645502645503,0.7195675901099226,0.7172184175355378,0.31065395243797467,50,10,0.2,42,0.0005,16,64,2,0.4,0.5,1
6bcb1080fb2e,34,trial_0034_GINE,GINE,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0034_GINE/Modelos/trial_0034_GINE.pt,12.398,RMSE,min,0.7967838212988501,0.6348644578835978,0.6503433862433863,0.6983110696611101,0.6959036311082982,0.3343664264791215,50,10,0.2,42,0.0005,16,64,3,0.4,0.5,1
586296a6779d,35,trial_0035_GINE,GINE,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0035_GINE/Modelos/trial_0035_GINE.pt,12.724,RMSE,min,0.7933699995361693,0.6294359561640213,0.6405870370370371,0.7180684016385198,0.7152768454612233,0.3400580240376172,50,10,0.2,42,0.0005,16,128,2,0.4,0.5,1
37220db12001,36,trial_0036_GINE,GINE,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0036_GINE/Modelos/trial_0036_GINE.pt,17.684,RMSE,min,0.7872314502881292,0.6197333563227513,0.6403902116402116,0.712248959465884,0.7104776695753126,0.350230866641403,50,10,0.2,42,0.0005,16,128,3,0.4,0.5,1
d353e2d66ec2,37,trial_0037_GINE,GINE,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0037_GINE/Modelos/trial_0037_GINE.pt,7.548,RMSE,min,0.851140294875555,0.7244398015608466,0.6999039682539684,0.710145661789341,0.707843294198584,0.24044975596646856,50,10,0.2,42,0.0005,32,64,2,0.4,0.5,1
9efd4dc3b432,38,trial_0038_GINE,GINE,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0038_GINE/Modelos/trial_0038_GINE.pt,8.704,RMSE,min,0.844008950261603,0.7123511081216932,0.6916531746031748,0.7071643040829863,0.6993917427522653,0.25312433573413506,50,10,0.2,42,0.0005,32,64,3,0.4,0.5,1
5d42e60ab0a5,39,trial_0039_GINE,GINE,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0039_GINE/Modelos/trial_0039_GINE.pt,10.368,RMSE,min,0.7716491614456588,0.5954424283597883,0.6145412698412699,0.7224924102319475,0.7233037344004886,0.3756990701033297,50,10,0.2,42,0.0005,32,128,2,0.4,0.5,1
0a5433332870,40,trial_0040_GINE,GINE,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0040_GINE/Modelos/trial_0040_GINE.pt,12.79,RMSE,min,0.8443845143468603,0.7129852080687832,0.6805706349206351,0.7112588024693486,0.7056952754834347,0.2524595037239169,50,10,0.2,42,0.0005,32,128,3,0.4,0.5,1
f639f5d82b60,41,trial_0041_GINE,GINE,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0041_GINE/Modelos/trial_0041_GINE.pt,10.142,RMSE,min,0.8672335266287822,0.7520939897089945,0.7081896825396825,0.7029647210928252,0.697503526865767,0.21145528974412808,50,10,0.2,42,0.0001,16,64,2,0.4,0.5,1
7e8c80081bb9,42,trial_0042_GINE,GINE,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0042_GINE/Modelos/trial_0042_GINE.pt,11.871,RMSE,min,0.8992008174958389,0.8085621101851851,0.7392558201058202,0.7014171105927661,0.695870893010105,0.15225040536947665,50,10,0.2,42,0.0001,16,64,3,0.4,0.5,1
8a8f38e4bfbf,43,trial_0043_GINE,GINE,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0043_GINE/Modelos/trial_0043_GINE.pt,12.066,RMSE,min,0.8675666439948501,0.7526718817724869,0.7117468253968254,0.7092896360391753,0.7047709645089814,0.2108493897688577,50,10,0.2,42,0.0001,16,128,2,0.4,0.5,1
0255f978d6d7,44,trial_0044_GINE,GINE,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0044_GINE/Modelos/trial_0044_GINE.pt,14.646,RMSE,min,0.8748478114059,0.765358693121693,0.716095238095238,0.7084054935422045,0.7000998709124012,0.19754770392065468,50,10,0.2,42,0.0001,16,128,3,0.4,0.5,1
14bead5bbebb,45,trial_0045_GINE,GINE,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0045_GINE/Modelos/trial_0045_GINE.pt,7.503,RMSE,min,0.9074280865438743,0.8234257322486771,0.7457595238095238,0.700068447887678,0.6916836080619331,0.13666640827099674,50,10,0.2,42,0.0001,32,64,2,0.4,0.5,1
1e8070766ef9,46,trial_0046_GINE,GINE,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0046_GINE/Modelos/trial_0046_GINE.pt,8.778,RMSE,min,0.9167925765475516,0.8405086284126984,0.7584068783068785,0.7047732313780913,0.6965542531851099,0.11875557852058027,50,10,0.2,42,0.0001,32,64,3,0.4,0.5,1
32b88c34035f,47,trial_0047_GINE,GINE,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0047_GINE/Modelos/trial_0047_GINE.pt,10.281,RMSE,min,0.8756949957502387,0.7668417255820106,0.7171791005291006,0.7054959776874837,0.700374227063095,0.19599279533512848,50,10,0.2,42,0.0001,32,128,2,0.4,0.5,1
40ded008508b,48,trial_0048_GINE,GINE,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0048_GINE/Modelos/trial_0048_GINE.pt,12.551,RMSE,min,0.910972350476859,0.8298706233333333,0.7535232804232805,0.696127153273809,0.6889119958410206,0.1299091613809541,50,10,0.2,42,0.0001,32,128,3,0.4,0.5,1
19f3d8faf356,49,trial_0049_GAT,GAT,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0049_GAT/Modelos/trial_0049_GAT.pt,11.416,RMSE,min,0.876833156787122,0.7688363848412698,0.7133843915343916,0.6869658964111878,0.6880587019205042,0.19390146362769078,50,10,0.2,42,0.001,16,64,2,0.4,0.5,1
09425bb009d1,50,trial_0050_GAT,GAT,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0050_GAT/Modelos/trial_0050_GAT.pt,23.9,RMSE,min,0.809382021723949,0.6550992570899471,0.6587857142857143,0.7114573618298017,0.7108490531977156,0.31315093467146826,50,10,0.2,42,0.001,16,64,3,0.4,0.5,1
360b1f9f5760,51,trial_0051_GAT,GAT,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0051_GAT/Modelos/trial_0051_GAT.pt,15.148,RMSE,min,0.9252818283376432,0.8561464618518518,0.7724497354497354,0.678326354764132,0.6764601162547329,0.10235984739250936,50,10,0.2,42,0.001,16,128,2,0.4,0.5,1
0c25b59a8c2b,52,trial_0052_GAT,GAT,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0052_GAT/Modelos/trial_0052_GAT.pt,23.944,RMSE,min,0.8622361543834298,0.7434511859259259,0.7072677248677249,0.7066738263564251,0.7089339776991403,0.22051697258985226,50,10,0.2,42,0.001,16,128,3,0.4,0.5,1
73c82ebd8c37,53,trial_0053_GAT,GAT,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0053_GAT/Modelos/trial_0053_GAT.pt,13.262,RMSE,min,0.877111027086069,0.7693237538359788,0.7090611111111111,0.6895480294013416,0.6907891952253488,0.19339047398014786,50,10,0.2,42,0.001,32,64,2,0.4,0.5,1
2699da46a7a5,54,trial_0054_GAT,GAT,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0054_GAT/Modelos/trial_0054_GAT.pt,15.089,RMSE,min,0.8878405306754433,0.7882608079100528,0.7241780423280422,0.6870208184564706,0.6883050221205403,0.1735356233600568,50,10,0.2,42,0.001,32,64,3,0.4,0.5,1
335e996f662a,55,trial_0055_GAT,GAT,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0055_GAT/Modelos/trial_0055_GAT.pt,19.307,RMSE,min,0.8530810127796067,0.7277472143650794,0.692550529100529,0.6973700317184839,0.7009014716694312,0.23698204726636396,50,10,0.2,42,0.001,32,128,2,0.4,0.5,1
db76d646a1ef,56,trial_0056_GAT,GAT,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0056_GAT/Modelos/trial_0056_GAT.pt,31.196,RMSE,min,0.819230396590857,0.6711384426984127,0.6712100529100529,0.708069756795553,0.7101727623129703,0.29633439958220187,50,10,0.2,42,0.001,32,128,3,0.4,0.5,1
687129fc3585,57,trial_0057_GAT,GAT,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0057_GAT/Modelos/trial_0057_GAT.pt,18.561,RMSE,min,0.8224105568034732,0.6763591239417989,0.6637563492063492,0.7000654928268631,0.697566446987495,0.29086069465338427,50,10,0.2,42,0.0005,16,64,2,0.4,0.5,1
2722343bf87e,58,trial_0058_GAT,GAT,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0058_GAT/Modelos/trial_0058_GAT.pt,23.028,RMSE,min,0.8435454343198739,0.7115688997619047,0.682555291005291,0.6944072121295678,0.694918945664936,0.25394445432684953,50,10,0.2,42,0.0005,16,64,3,0.4,0.5,1
7774d4f79153,59,trial_0059_GAT,GAT,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0059_GAT/Modelos/trial_0059_GAT.pt,27.585,RMSE,min,0.7801482707060975,0.6086313242857143,0.6280460317460317,0.7106112018774804,0.720712887790226,0.3618709658253948,50,10,0.2,42,0.0005,16,128,2,0.4,0.5,1
d2e42d90fc96,60,trial_0060_GAT,GAT,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0060_GAT/Modelos/trial_0060_GAT.pt,40.757,RMSE,min,0.8073622171671119,0.6518337497089947,0.65405,0.7069924785286654,0.7111090312381296,0.3165747069749112,50,10,0.2,42,0.0005,16,128,3,0.4,0.5,1
2d1bda75b708,61,trial_0061_GAT,GAT,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0061_GAT/Modelos/trial_0061_GAT.pt,15.248,RMSE,min,0.8249414301319508,0.6805283631481482,0.67065,0.7018344272667205,0.7008445208184162,0.28648939057843714,50,10,0.2,42,0.0005,32,64,2,0.4,0.5,1
6b5b7066472c,62,trial_0062_GAT,GAT,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0062_GAT/Modelos/trial_0062_GAT.pt,12.848,RMSE,min,0.9051758310584055,0.8193432851322751,0.7429968253968254,0.6762602293489374,0.6749297223214575,0.14094671382134938,50,10,0.2,42,0.0005,32,64,3,0.4,0.5,1
9adc75b973f6,63,trial_0063_GAT,GAT,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0063_GAT/Modelos/trial_0063_GAT.pt,30.07,RMSE,min,0.8314237980303528,0.6912655319312169,0.6836875661375661,0.6983490238733434,0.6917995057776974,0.2752318379814682,50,10,0.2,42,0.0005,32,128,2,0.4,0.5,1
75bfe4ed3b8c,64,trial_0064_GAT,GAT,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0064_GAT/Modelos/trial_0064_GAT.pt,29.297,RMSE,min,0.8662488011245588,0.7503869854497354,0.7066851851851851,0.6910157170342263,0.6894572251757427,0.21324502506636334,50,10,0.2,42,0.0005,32,128,3,0.4,0.5,1
df3587767c47,65,trial_0065_GAT,GAT,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0065_GAT/Modelos/trial_0065_GAT.pt,18.293,RMSE,min,0.8966734063297783,0.8040231976190477,0.7405063492063493,0.6835987326193592,0.6813196500094485,0.15700929926214868,50,10,0.2,42,0.0001,16,64,2,0.4,0.5,1
a0ee1dff31ad,66,trial_0066_GAT,GAT,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0066_GAT/Modelos/trial_0066_GAT.pt,24.256,RMSE,min,0.879314512416366,0.7731940117460316,0.727737566137566,0.6826309850398296,0.6786541280263907,0.1893326415229587,50,10,0.2,42,0.0001,16,64,3,0.4,0.5,1
f4c3c0460f11,67,trial_0067_GAT,GAT,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0067_GAT/Modelos/trial_0067_GAT.pt,30.389,RMSE,min,0.8399006312477508,0.7054330703703703,0.6954089947089946,0.7014051119103347,0.6969376320075997,0.26037766064937196,50,10,0.2,42,0.0001,16,128,2,0.4,0.5,1
ced02736147b,68,trial_0068_GAT,GAT,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0068_GAT/Modelos/trial_0068_GAT.pt,37.113,RMSE,min,0.8793796575520735,0.7733085821164021,0.7182216931216931,0.6852934479202543,0.6844824892245982,0.18921251842565445,50,10,0.2,42,0.0001,16,128,3,0.4,0.5,1
7a05c3e80d80,69,trial_0069_GAT,GAT,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0069_GAT/Modelos/trial_0069_GAT.pt,16.498,RMSE,min,0.8936365737400893,0.798586325925926,0.7322169312169313,0.6838563095485471,0.6821782385001486,0.1627096724503586,50,10,0.2,42,0.0001,32,64,2,0.4,0.5,1
99ca4422ce5f,70,trial_0070_GAT,GAT,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0070_GAT/Modelos/trial_0070_GAT.pt,23.864,RMSE,min,0.9001008993117376,0.8101816289417989,0.7426603174603175,0.6819749937669995,0.6793097525965666,0.1505523955912278,50,10,0.2,42,0.0001,32,64,3,0.4,0.5,1
01102c15ae9f,71,trial_0071_GAT,GAT,success,,/home/mohamed/Studies/stage/TrabajoInvestigacion/hyperparameter_Search/runs/trial_0071_GAT/Modelos/trial_0071_GAT.pt,30.268,RMSE,min,0.8856937272063625,0.7844533784126985,0.7250306878306878,0.6921802975305997,0.6912265016459258,0.17752758238498212,50,10,0.2,42,0.0001,32,128,2,0.4,0.5,1
